partition,book
subvert worldli strong worldli wise simpli meek suffer truth sake fortitud highest victori faith death gate life taught exampl acknowledg redeem ever blest thu also angel last repli learn thou hast attain sum wisdom hope higher though star thou knewest name ether power secret deep natur work work god heaven air earth sea rich world enjoyedst rule one empir add deed thi knowledg answer add faith add virtu patienc temper add love name come call chariti soul rest wilt thou loth leav paradis shalt possess paradis within thee happier far let us descend therefor top specul hour precis exact part henc seeth guard encamp yonder hill expect motion whose front flame sword signal remov wave fierc round may longer stay go waken eve also gentl dream calm portend good spirit compos meek submiss thou season fit let thee partak thou hast heard chiefli may concern faith know great deliver seed,milton-paradise.txt
start discov surpris spark light heap nitrou powder laid fit tun magazin store rumour war smutti grain sudden blaze diffus inflam air start shape fiend back stept two fair angel half amaz sudden behold grisli king yet thu unmov fear accost soon rebel spirit adjudg hell comest thou escap thi prison transform satst thou like enemi wait watch head sleep know ye said satan fill scorn know ye ye knew mate sit ye durst soar know argu unknown lowest throng ye know ask ye superflu begin messag like end much vain thu zephon answer scorn scorn think revolt spirit thi shape undiminish bright known thou stoodest heaven upright pure glori thou wast good depart thee thou resemblest thi sin place doom obscur foul come thou sure shalt give account sent us whose charg keep place inviol harm spake cherub grave rebuk sever youth beauti ad grace invinc abash devil stood,milton-paradise.txt
disarm thunder dread bolt long shall labour yet ere dawn effect shall end wish mean reviv abandon fear strength counsel join think noth hard much less despair end word droop cheer enlighten languish hope reviv invent admir invent miss easi seem found yet unfound would thought imposs yet hapli thi race futur day malic abound one intent mischief inspir devilish machin might devis like instrument plagu son men sin war mutual slaughter bent forthwith council work flew none argu stood innumer hand readi moment turn wide celesti soil saw beneath origin natur crude concept sulphur nitrou foam found mingl subtl art concoct adust reduc blackest grain store convey part hidden vein dig hath earth entrail unlik miner stone whereof found engin ball missiv ruin part incent reed provid pernici one touch fire ere dayspr consciou night secret finish order set silent circumspect unespi fair morn orient heaven appear rose victorangel,milton-paradise.txt
might direct knowledg scale natur set center circumfer whereon contempl creat thing step may ascend god say meant caution join ye found obedi want obedi possibl love desert form us dust place us full utmost measur bliss human desir seek apprehend angel son heaven earth attend thou art happi owe god thou continuest owe thyself thi obedi therein stand caution given thee advis god made thee perfect immut good made thee persever left thi power ordain thi natur free overrul fate inextric strict necess voluntari servic requir necessit find accept find heart free tri whether serv will must destini choos angelick host stand sight god enthron happi state hold obedi hold sureti none freeli serv freeli love love stand fall fallen disobedi fallen heaven deepest hell fall high state bliss woe great progenitor thi word attent delight ear divin instruct heard cherubick song night neighbour hill aereal musick send knew,milton-paradise.txt
sign woe lost back thicket slunk guilti serpent well mightfor eve intent wholli tast nought els regard delight till seem fruit never tast whether true fanci expect high knowledg godhead thought greedili ingorg without restraint knew eat death satiat length highten wine jocund boon thu pleasingli began sovran virtuou preciou tree paradis oper blest sapienc hitherto obscur infam thi fair fruit let hang end creat henceforth earli care without song morn due prais shall tend thee fertil burden eas thi full branch offer free till diet thee grow matur knowledg god thing know though other envi give gift thu grown experi next thee owe best guid follow thee remain ignor thou openest wisdom way givest access though secret retir perhap secret heaven high high remot see thenc distinct thing earth care perhap may divert continu watch great forbidd safe spi adam sort shall appear shall make known yet chang give,milton-paradise.txt
highten thought beyond doubt victori etern might match invent presum easi thunder made scorn host derid stood troubl stood long rage prompt length found arm hellish mischief fit oppos forthwith behold excel power god hath mighti angel place arm away threw hill earth hath varieti heaven pleasur situat hill dale light lightn glimps ran flew foundat loosen fro pluck seat hill load rock water wood shaggi top uplift bore hand amaz sure terrour seiz rebel host come toward dread saw bottom mountain upward turn till curs engin triplerow saw whelm confid weight mountain buri deep invad next head main promontori flung air came shadow oppress whole legion arm armour help harm crush bruis substanc pent wrought pain implac mani dolor groan long struggl underneath ere could wind prison though spirit purest light purest first gross sin grown rest imit like arm betook neighbour hill uptor hill amid air encount hill,milton-paradise.txt
peac obtain fault acknowledg deplor adam wrought commiser soon heart relent toward life late sole delight feet submiss distress creatur fair reconcil seek counsel displeas aid one disarm anger lost thu peac word uprais soon unwari desir thou knowest desirest punish thyself ala bear thine first ill abl sustain full wrath whose thou feelest yet least part displeasur bearest ill prayer could alter high decre place would speed thee louder heard head might visit thi frailti infirm sex forgiven commit expos riselet us contend blame blame enough elsewher strive offic love may lighten other burden share woe sinc day death denounc aught see prove sudden slowpac evil long day die augment pain seed hapless seed deriv thu eve recov heart repli adam sad experi know littl weight word thee find found erron thenc event found unfortun nevertheless restor thee vile place new accept hope regain thi love sole content heart,milton-paradise.txt
ye pine everi plant sign worship wave fountain ye warbl ye flow melodi murmur warbl tune prais join voic ye live soul ye bird sing heaveng ascend bear wing note prais ye water glide ye walk earth state tread lowli creep wit silent morn even hill valley fountain fresh shade made vocal song taught prais hail univers lord bounteou still give us good night gather aught evil conceal dispers light dispel dark pray innoc thought firm peac recov soon wont calm morn rural work hast among sweet dew flower row fruittre overwoodi reach far pamper bough need hand check fruitless embrac led vine wed elm spous twine marriag arm bring dower adopt cluster adorn barren leav thu employ beheld piti heaven high king call raphael sociabl spirit deign travel tobia secur marriag seventimeswed maid raphael said thou hearest stir earth satan hell scape darksom gulf hath rais paradis disturb night,milton-paradise.txt
tower injuri outrag night darken street wander forth son belial flown insol wine wit street sodom night gibeah hospit door expos matron avoid wors rape prime order might rest long tell though far renown th ionian godsof javan issu held god yet confess later heaven earth boast parentstitan heaven firstborn enorm brood birthright seiz younger saturn mightier jove rhea son like measur found jove usurp reign first crete ida known thenc snowi top cold olympu rule middl air highest heaven delphian cliff dodona bound doric land saturn old fled adria th hesperian field oer celtic roam utmost isl came flock look downcast damp yet wherein appear obscur glimps joy found chief despair found lost loss counten cast like doubt hue wont pride soon recollect high word bore semblanc worth substanc gentli rais faint courag dispel fear straight command warlik sound trumpet loud clarion uprear mighti standard proud honour claim azazel,milton-paradise.txt
thu michael judg best pleasur though natur seem meet creat thou art nobler end holi pure conform divin tent thou sawest pleasant tent wicked wherein shall dwell race slew brother studiou appear art polish life invent rare unmind maker though spirit taught gift acknowledg none yet beauteou offspr shall beget fair femal troop thou sawest seem goddess blith smooth gay yet empti good wherein consist woman domestick honour chief prais bred complet tast lust appet sing danc dress troll tongu roll eye sober race men whose live religi titl son god shall yield virtu fame ignobl train smile fair atheist swim joy erelong swim larg laugh world erelong world tear must weep thu adam short joy bereft piti shame live well enter fair turn asid tread path indirect mid way faint still see tenour man woe hold woman begin man effemin slack begin said angel better hold place wisdom superiour,milton-paradise.txt
send weight last hope reli said sat expect held look suspens await appear second oppos undertak peril attempt sat mute ponder danger deep thought other counten read dismay astonish none among choic prime heavenwar champion could found hardi proffer accept alon dread voyag till last satan transcend glori rais fellow monarch pride consciou highest worth unmov thu spake progeni heaven empyr throne reason hath deep silenc demur seiz us though undismay long way hard hell lead light prison strong huge convex fire outrag devour immur us round ninefold gate burn adam bar us prohibit egress pass pass void profound unessenti night receiv next widegap utter loss threaten plung abort gulf thenc scape whatev world unknown region remain less unknown danger hard escap ill becom throne peer imperi sovereignti adorn splendour arm power aught propos judg public moment shape difficulti danger could deter attempt wherefor assum royalti refus reign refus accept,milton-paradise.txt
food aught food discern sex apprehend noth high till day rove field chanc goodli tree far distant behold loaden fruit fairest colour mix ruddi gold nearer drew gaze bough savouri odour blown grate appetit pleas sens smell sweetest fennel teat ewe goat drop milk even unsuck lamb kid tend play satisfi sharp desir tast fair appl resolv defer hunger thirst power persuad quicken scent allur fruit urg keen mossi trunk wound soon high ground branch would requir thi utmost reach adam round tree beast saw like desir long envi stood could reach amid tree got plenti hung tempt nigh pluck eat fill spare pleasur till hour feed fountain never found sate length ere long might perceiv strang alter degre reason inward power speech want long though shape retain thenceforth specul high deep turn thought capaci mind consid thing visibl heaven earth middl thing fair good fair good thi divin semblanc,milton-paradise.txt
warfar god accept fearless righteou caus ye receiv ye done invinc curs crew punish hand belong vengeanc whose sole appoint number day work ordain multitud stand behold god indign godless pour despis yet envi rage father heaven spreme kingdom power glori appertain hath honour accord therefor doom hath assign may wish tri battl stronger prove alon sinc strength measur excel emul care excel strife vouchsaf spake son terrour chang counten sever beheld full wrath bent enemi four spread starri wing dread shade contigu orb fierc chariot roll sound torrent flood numer host impiou foe right onward drove gloomi night burn wheel stedfast empyrean shook throughout throne god full soon among arriv right hand grasp ten thousand thunder sent soul infix plagu astonish resist lost courag idl weapon dropt oer shield helm helm head rode throne mighti seraphim prostrat wish mountain might thrown shelter ire less either side tempestu fell arrow,milton-paradise.txt
scali fold volumin vasta serpent arm mortal sting middl round cri hellhound neverceas bark wide cerberean mouth full loud rung hideou peal yet list would creep aught disturb nois womb kennel yet still bark howl within unseen far less abhor vex scylla bath sea part calabria hoars trinacrian shore uglier follow nighthag call secret ride air come lure smell infant blood danc lapland witch labour moon eclips charm shape shape might call shape none distinguish member joint limb substanc might call shadow seem seem eitherblack stood night fierc ten furi terribl hell shook dread dart seem head like kingli crown satan hand seat monster move onward came fast horrid stride hell trembl strode th undaunt fiend might admir admir fear god son except creat thing naught valu shun disdain look thu first began whenc art thou execr shape darst though grim terribl advanc thi miscreat front athwart way yonder gate,milton-paradise.txt
graciou temper heard judg without wrath revil expect immedi dissolut thought meant death day loto thee pain childbear foretold bring forth soon recompens joy fruit thi womb curs aslop glanc ground labour must earn bread harm idl wors labour sustain lest cold heat injur us time care hath unbesought provid hand cloth us unworthi piti judg much pray ear open heart piti inclin teach us mean shun inclement season rain ice hail snow sky variou face begin show us mountain wind blow moist keen shatter grace lock fair spread tree bid us seek better shroud better warmth cherish limb benum ere diurnal star leav cold night gather beam reflect may matter sere foment collis two bodi grind air attrit fire late cloud justl push wind rude shock tine slant lightn whose thwart flame driven kindl gummi bark fir pine send comfort heat far might suppli sun fire use may els,milton-paradise.txt
creat still kept state folli man let wast furi imput folli doth princ hell adher much eas suffer enter possess place heavenli conniv seem gratifi scorn enemi laugh transport fit passion quit random yield misrul know call drew thither hellhound lick draff filth man pollut sin taint hath shed pure til cram gorg nigh burst suck glut offal one sling thi victori arm wellpleas son sin death yawn grave last chao hurl obstruct mouth hell ever seal raven jaw heaven earth renew shall made pure sanctiti shall receiv stain till curs pronounc preced end heavenli audienc loud sung halleluiah sound sea multitud sung thi way righteou thi decre thi work extenu thee next son destin restor mankind new heaven earth shall age rise heaven descendsuch song creator call forth name mighti angel gave sever charg sort best present thing sun first precept move shine might affect earth cold heat scarc,milton-paradise.txt
defend till morn watch fieri pillar cloud god look forth troubl host craze chariotwheel command mose potent rod extend sea sea rod obey embattl rank wave return overwhelm war race elect safe toward canaan shore advanc wild desart readiest way lest enter canaanit alarm war terrifi inexpert fear return back egypt choos rather inglori life servitud life nobl ignobl sweet untrain arm rash lead also shall gain delay wide wilder shall found govern great senat choos twelv tribe rule law ordain god mount sinai whose gray top shall trembl descend thunder lightn loud trumpet sound ordain law part appertain civil justic part religi rite sacrific inform type shadow destin seed bruis serpent mean shall achiev mankind deliver voic god mortal ear dread beseech mose might report terrour ceas grant besought instruct god access without mediat whose high offic mose figur bear introduc one greater whose day shall foretel prophet age,milton-paradise.txt
destroy wors dwell driven bliss condemn abhor deep utter woe pain unextinguish fire must exercis us without hope end vassal anger scourg inexor tortur hour call us penanc destroy thu quit abolish expir fear doubt incens utmost ire height enrag either quit consum us reduc noth essentialhappi far miser etern substanc inde divin ceas worst side noth proof feel power suffici disturb heaven perpetu inroad alarm though inaccess fatal throne victori yet reveng end frown look denounc desper reveng battl danger less god th side rose belial act grace human fairer person lost heaven seem digniti compos high exploit fals hollow though tongu drop manna could make wors appear better reason perplex dash maturest counsel thought low vice industri nobler deed timor sloth yet pleas ear persuas accent thu began much open war peer behind hate urg main reason persuad immedi war dissuad seem cast omin conjectur whole success excel,milton-paradise.txt
soul part sun beyond earth green cape verdant isl hesperian set signal depart strong live happi love first love obey keep great command take heed lest passion sway thi judgement aught els free would admit thine thi son weal woe thee place bewar thi persev shall rejoic blest stand fastto stand fall free thine arbitr lie perfect within outward aid requir temptat transgress repel say aros adam thu follow benedict sinc part go heavenli guest ether messeng sent whose sovran good ador gentl affabl hath thi condescens shall honour ever grate memori thou mankind good friendli still oft return part angel heaven thick shade adam bower book ix talk god angel guest man friend familiar usd sit indulg partak rural repast permit venial discours unblamd must chang note tragick foul distrust breach disloy part man revolt disobedi part heaven alien distanc distast anger rebuk judgement given brought world world woe,milton-paradise.txt
vast boundless deep let us slip th occas whether scorn satiat furi yield foe seest thou yon dreari plain forlorn wild seat desol void light save glimmer livid flame cast pale dread thither let us tend toss fieri wave rest rest harbour reassembl afflict power consult may henceforth offend enemi loss repair overcom dire calam reinforc may gain hope resolut despair thu satan talk nearest mate head uplift wave eye sparkl blaze part besid prone flood extend long larg lay float mani rood bulk huge fabl name monstrou size titanian earthborn war jove briareo typhon den ancient tarsu held seabeast leviathan god work creat hugest swim th oceanstream hapli slumber norway foam pilot small nightfound skiff deem island oft seamen tell fix anchor scali rind moor side lee night invest sea wish morn delay stretch huge length archfiend lay chain burn lake ever thenc risen heav head high permiss allrul,milton-paradise.txt
pri everi bush brake hap may find serpent sleep whose mazi fold hide dark intent bring foul descent erst contend god sit highest constrain beast mix bestial slime essenc incarn imbrut highth deiti aspir ambit reveng descend aspir must low high soar obnoxi first last basest thing reveng first though sweet bitter ere long back recoil let reck light well aim sinc higher fall short next provok envi new favourit heaven man clay son despit us spite maker rais dust spite spite best repaid say thicket dank dri like black mist lowcreep held midnightsearch soonest might find serpent fastsleep soon found labyrinth mani round selfrol head midst well store subtil wile yet horrid shade dismal den nocent yet grassi herb fearless unfear slept mouth devil enter brutal sens heart head possess soon inspir act intelligenti sleep disturb wait close approach morn sacr light began dawn eden humid flower breath morn,milton-paradise.txt
beast shall game war hostil snare refus subject empir tyrann mighti hunter thenc shall style lord despit heaven heaven claim second sovranti rebellion shall deriv name though rebellion other accus crew like ambit join tyrann march eden toward west shall find plain wherein black bitumin gurg boil ground mouth hell brick stuff cast build citi tower whose top may reach heaven get name lest far dispers foreign land memori lost regardless whether good evil fame god oft descend visit men unseen habit walk mark do behold soon come see citi ere tower obstruct heaventow deris set upon tongu variou spirit rase quit nativ languag instead sow jangl nois word unknown forthwith hideou gabbl rise loud among builder call understood till hoars rage mock storm great laughter heaven look see hubbub strang hear din thu build left ridicul work confus name whereto thu adam fatherli displeas execr son aspir brethren assum,milton-paradise.txt
foul revolt th infern serpent whose guil stir envi reveng deceiv mother mankind time pride cast heaven host rebel angel whose aid aspir set glori peer trust equal high oppos ambiti aim throne monarchi god rais impiou war heaven battl proud vain attempt almighti power hurl headlong flame th ether sky hideou ruin combust bottomless perdit dwell adamantin chain penal fire durst defi th omnipot arm nine time space measur day night mortal men horrid crew lay vanquish roll fieri gulf confound though immort doom reserv wrath thought lost happi last pain torment round throw bale eye wit huge afflict dismay mix obdur pride steadfast hate far angel ken view dismal situat wast wild dungeon horribl side round one great furnac flame yet flame light rather dark visibl serv discov sight woe region sorrow dole shade peac rest never dwell hope never come come tortur without end still urg fieri,milton-paradise.txt
felt aw good saw virtu shape love saw pine loss chiefli find observ lustr visibl impair yet seem undaunt must contend said best best sender sent glori less lost thi fear said zephon bold save us trial least singl thee wick thenc weak fiend repli overcom rage like proud steed rein went haughti champ iron curb strive fli held vain awe quell heart els dismay drew nigh western point halfround guard met close stood squadron join wait next command chief gabriel front thu call aloud friend hear tread nimbl feet hast way glimps discern ithuriel zephon shade come third regal port fade splendour wan gait fierc demeanour seem princ hell like part henc without contest stand firm look defianc lour scarc end two approach brief relat brought found busi form postur couch stern regard thu gabriel spake hast thou satan broke bound prescrib thi transgress disturb charg other approv transgress,milton-paradise.txt
made suprem equal farewel happi field joy ever dwell hail horror hail infern world thou profoundest hell receiv thi new possessoron bring mind chang place time mind place make heaven hell hell heaven matter still less thunder hath made greater least shall free th almighti hath built envi drive us henc may reigh secur choic reign worth ambit though hell better reign hell serv heaven wherefor let faith friend th associ copartn loss lie thu astonish th oblivi pool call share us part unhappi mansion ralli arm tri may yet regain heaven lost hell satan spake beelzebub thu answeredlead armi bright th omnipot none could foil hear voic liveliest pledg hope fear dangersheard oft worst extrem peril edg battl rage assault surest signalthey soon resum new courag reviv though lie grovel prostrat yon lake fire erewhil astound amaz wonder fallen pernici height scare ceas superior fiend move toward shore ponder,milton-paradise.txt
thi beauti heavenli ray unit beheld fair thine equival second compel thu though importun perhap come gaze worship thee right declar sovran creatur univers dame talk spirit sli snake eve yet amaz unwari thu repli serpent thi overprais leav doubt virtu fruit thee first prove say grow tree henc far mani tree god grow paradis variou yet unknown us abund lie choic leav greater store fruit untouch still hang incorrupt till men grow provis hand help disburden natur birth wili adder blith glad empress way readi long beyond row myrtl flat fast fountain one small thicket past blow myrrh balm thou accept conduct bring thee thither soon lead said eve lead swiftli roll tangl made intric seem straight mischief swift hope elev joy brighten crest wander fire compact unctuou vapour night condens cold environ round kindl agit flame oft say evil spirit attend hover blaze delus light mislead amaz nightwander,milton-paradise.txt
dismal place know shall die live death thought horrid true yet breath life sin die life sin bodi properli neither shall die let appeas doubt sinc human reach know though lord infinit wrath also man mortal doom exercis wrath without end man death must end make deathless death make strang contradict god imposs held argument weak power draw anger sake finit infinit punish man satisfi rigour satisfi never extend sentenc beyond dust natur law caus els accord still recept matter act extent sphere say death one stroke suppos bereav sens endless miseri day onward feel begun without last perpetuityay methat fear come thunder back dread revolut defenceless head death found etern incorpor part singl poster stand curs fair patrimoni must leav ye son abl wast leav ye none disinherit would bless curs ah mankind one man fault thu guiltless condemn guiltless proceed corrupt mind deprav acquit stand sight god disput,milton-paradise.txt
field water air smoothslid without step last led woodi mountain whose high top plain circuit wide enclos goodliest tree plant walk bower saw earth scarc pleasant seem tree loaden fairest fruit hung eye tempt stir sudden appetit pluck eat whereat wake found mine eye real dream live shadow new begun wander guid hither among tree appear presenc divin rejoic awe ador feet fell submiss rear thou soughtest said mildli author thou seest round thee beneath paradis give thee count thine till keep fruit eat everi tree garden grow eat freeli glad heart fear dearth tree whose oper bring knowledg good ill set pledg thi obedi thi faith amid garden tree life rememb warn thee shun tast shun bitter consequ know day thou eatest thereof sole command transgress inevit thou shalt die day mortal happi state shalt lose expel henc world woe sorrow sternli pronounc rigid interdict resound yet dread mine,milton-paradise.txt
illustri guest besought thu godlik angel answer mild also thi request caution ask obtain though recount almighti work word tongu seraph suffic heart man suffic comprehend yet thou canst attain best may serv glorifi maker infer thee also happier shall withheld thi hear commiss receiv answer thi desir knowledg within bound beyond abstain ask let thine invent hope thing reveal invis king omnisci hath suppress night none communic earth heaven enough left besid search know knowledg food need less temper appetit know measur mind may well contain oppress els surfeit soon turn wisdom folli nourish wind know lucif heaven call brighter amidst host angel star star among fell flame legion deep place great son return victori saint omnipot etern father throne beheld multitud son thu spake least enviou foe hath fail thought like rebelli whose aid inaccess high strength seat deiti suprem us dispossess trust seis fraud drew mani place,milton-paradise.txt
tongu sometim highth began delay prefac brook zeal right stand move highth grown tempter impass thu began sacr wise wisdomgiv plant mother scienc feel thi power within clear discern thing caus trace way highest agent deem howev wise queen univers believ rigid threat death ye shall die fruit give life knowledg threaten look touch tast yet live life perfect attain fate meant ventur higher lot shall shut man beast open god incens ire petti trespass prais rather dauntless virtu pain death denounc whatev thing death deter achiev might lead happier life knowledg good evil good evil evil real known sinc easier shun god therefor hurt ye god fear obey fear death remov fear forbid awe keep ye low ignor worshipp know day ye eat thereof eye seem clear yet dim shall perfectli open clear ye shall god know good evil know ye shall god sinc man intern man proport meet,milton-paradise.txt
nativ soil adam cold sudden damp recov scatter spirit return michael thu humbl word address celesti whether among throne name highest shape may seem princ princ gentli hast thou told thi messag might els tell wound perform end us besid sorrow deject despair frailti sustain thi tide bring departur happi place sweet recess consol left familiar eye place els inhospit appear desol know us known prayer incess could hope chang thing would ceas weari assidu cri prayer absolut decre avail breath wind blown stifl back breath forth therefor great bid submit afflict depart henc face shall hid depriv bless counten could frequent worship place place vouchsaf presenc divin son relat mount appear tree stood visibl among pine voic heard fountain talk mani grate altar would rear grassi turf pile everi stone lustr brook memori monument age theron offer sweetsmel gum fruit flower yonder nether world shall seek bright appear footstep,milton-paradise.txt
unnam hermon east great western sea mount hermon yonder sea place behold prospect point shore mount carmel doublefount stream jordan true limit eastward son shall dwell senir long ridg hill ponder nation earth shall seed bless seed meant thi great deliver shall bruis serpent head whereof thee anon plainlier shall reveal patriarch blest faith abraham due time shall call son son grandchild leav like faith wisdom renown grandchild twelv son increas depart canaan land hereaft call egypt divid river nile see flow disgorg seven mouth sea sojourn land come invit younger son time dearth son whose worthi deed rais second realm pharaoh die leav race grow nation grown suspect sequent king seek stop overgrowth inmat guest numer whenc guest make slave inhospit kill infant male till two brethren two brethren call mose aaron sent god claim peopl enthral return glori spoil back promis land first lawless tyrant deni know god,milton-paradise.txt
terrour put thi mild imag thee thing shall soon arm thi might rid heaven rebel prepar ill mansion driven chain dark undi worm thi obedi could revolt obey happi entir shall thi saint unmix impur far separ circl thi holi mount unfeign halleluiah thee sing hymn high prais among chief said oer scepter bow rose right hand glori sat third sacr morn began shine dawn heaven forth rush whirlwind sound chariot patern deiti flash thick flame wheel within wheel undrawn instinct spirit convoy four cherubick shape four face wonder star bodi wing set eye eye wheel beryl career fire head crystal firmament whereon sapphir throne inlaid pure amber colour showeri arch celesti panopli arm radiant urim work divin wrought ascend right hand victori sat eaglewing besid hung bow quiver threebolt thunder store fierc effus roll smoke bicker flame sparkl dire attend ten thousand thousand saint onward came far come shone,milton-paradise.txt
perish mind spirit remain invinc vigour soon return though glori extinct happi state swallow endless miseri conqueror forc believ almighti sinc less could oerpow forc left us spirit strength entir strongli suffer support pain may suffic veng ire mightier servic thrall right war whateer busi heart hell work fire errand gloomi deep avail though yet feel strength undiminish etern undergo etern punish whereto speedi word th archfiend repli fallen cherub weak miser suffer sure aught good never task ever ill sole delight contrari high resist provid evil seek bring forth good labour must pervert end good still find mean evil ofttim may succeed perhap shall griev fail disturb inmost counsel destin aim see angri victor hath recal minist vengeanc pursuit back gate heaven sulphur hail shot us storm oerblown hath laid fieri surg precipic heaven receiv us fall thunder wing red lightn impetu rage perhap hath spent shaft ceas bellow,milton-paradise.txt
great work good celesti bodi first sun mighti sphere frame unlightsom first though ether mould form moon globos everi magnitud star sow star heaven thick field light far greater part took transplant cloudi shrine place sun orb made porou receiv drink liquid light firm retain gather beam great palac light hither fountain star repair golden urn draw light henc morningplanet gild horn tinctur reflect augment small peculiar though human sight far remot diminut seen first east gloriou lamp seen regent day horizon round invest bright ray jocund run longitud heaven high road gray dawn pleiad danc shed sweet influenc less bright moon opposit level west set mirrour full face borrow light light need none aspect still distanc keep till night east turn shine revolv heaven great axl reign thousand lesser light dividu hold thousand thousand star appear spangl hemispher first adorn bright luminari set rose glad even glad morn crown,milton-paradise.txt
seamonsterupward man downward fish yet templ high rear azotu dread coast palestin gath ascalon accaron gaza frontier bound follow rimmon whose delight seat fair damascu fertil bank abbana pharphar lucid stream also hous god bold leper lost gain king ahaz sottish conqueror drew god altar disparag displac one syrian mode whereon burn odiou offer ador god vanquish appear crew name old renown osiri isi oru train monstrou shape sorceri abus fanat egypt priest seek wander god disguis brutish form rather human israel scape th infect borrow gold compos calf oreb rebel king doubl sin bethel dan liken maker graze ox jehovah one night pass egypt march equal one stroke firstborn bleat god belial came last spirit lewd fell heaven gross love vice templ stood altar smoke yet oft templ altar priest turn atheist eli son fill lust violenc hous god court palac also reign luxuri citi nois riot ascend loftiest,milton-paradise.txt
proclaim thi dread tribun forthwith wind live forthwith cite dead past age gener doom shall hasten peal shall rous sleep thi saint assembl thou shalt judg bad men angel arraign shall sink beneath thi sentenc hell number full thenceforth shall ever shut mean world shall burn ash spring new heaven earth wherein shall dwell tribul long see golden day fruit golden deed joy peac triumph fair truth thou thi regal scepter shalt lay regal scepter shall need god shall ye god ador compass die ador son honour sooner almighti ceas multitud angel shout loud number without number sweet blest voic utter joy heaven rung jubile loud hosanna fill etern region lowli rever toward either throne bow ground solemn ador cast crown inwov amar gold immort amar flower paradis fast tree life began bloom soon man offenc heaven remov first grew grow flower aloft shade fount life river bliss midst heaven,milton-paradise.txt
right paradis descend dwell reign bliss thenc earth dominion exercis air chiefli man sole lord declar first make sure thrall lastli kill substitut send ye creat plenipot earth matchless might issu joint vigour hold new kingdom depend sin death expos exploit joint power prevail affair hell detriment need fear go strong say dismiss speed cours thickest constel held spread bane blast star look wan planet planetstruck real eclips suffer way satan went causey hellgat either side dispart chao overbuilt exclaim rebound surg bar assail scorn indign gate wide open unguard satan pass found desol appoint sit left charg flown upper world rest far inland retir wall pandemonium citi proud seat lucif allus call bright star satan paragon kept watch legion grand council sat solicit chanc might intercept emperour sent depart gave command observ tartar russian foe astracan snowi plain retir bactrin sophi horn turkish crescent leav wast beyond realm aladul,milton-paradise.txt
began hem round port spear thick field cere ripe harvest wave bend beard grove ear way wind sway care plowman doubt stand left thresh floor hopeless sheav prove chaff side satan alarm collect might dilat stood like teneriff atla unremov statur reach sky crest sat horrour plume want grasp seem spear shield dread deed might ensu paradis commot starri cope heaven perhap element least gone wrack disturb torn violenc conflict soon etern prevent horrid fray hung forth heaven golden scale yet seen betwixt astrea scorpion sign wherein thing creat first weigh pendul round earth balanc air counterpois ponder event battl realm put two weight sequel part fight latter quick flew kick beam gabriel spi thu bespak fiend satan know thi strength thou knowest mine neither given folli boast arm sinc thine heaven permit mine though doubl trampl thee mire proof look read thi lot yon celesti sign thou art weigh,milton-paradise.txt
delight desir stay oft charg quick return repeat oft engag return noon amid bower thing best order invit noontid repast afternoon repos much deceiv much fail hapless eve thi presum return event pervers thou never hour paradis foundst either sweet repast sound repos ambush hid among sweet flower shade wait hellish rancour immin intercept thi way send thee back despoil innoc faith bliss sinc first break dawn fiend mere serpent appear forth come quest likeliest might find two mankind whole includ race purpos prey bower field sought tuft grove gardenplot pleasant lay tendanc plantat delight fountain shadi rivulet sought wish hap might find eve separ wish hope seldom chanc wish beyond hope eve separ spi veil cloud fragranc stood half spi thick rose blush round glow oft stoop support flower slender stalk whose head though gay carnat purpl azur speck gold hung droop unsustain upstay gentli myrtl band mindless though,milton-paradise.txt
father heard heavi curs servant servant viciou race thu latter former world still tend bad wors till god last weari iniqu withdraw presenc among avert holi eye resolv thenceforth leav pollut way one peculiar nation select rest invok nation one faith man spring side euphrat yet resid bred idolworship men canst thou believ stupid grown yet patriarch live scape flood forsak live god fall worship work wood stone god yet god high vouchsaf call vision father hous kindr fals god land show rais mighti nation upon shower benedict seed nation shall blest straight obey know land yet firm believ see thou canst faith leav god friend nativ soil ur chaldaea pass ford haran cumbrou train herd flock numer servitud wander poor trust wealth god call land unknown canaan attain see tent pitch sechem neighbour plain moreh promis receiv gift progeni land hameth northward desart south thing name call though yet,milton-paradise.txt
us omnipot decre victor suffer strength equal law unjust ordain first resolv wise great foe contend doubt might fall laugh spear bold ventur fail shrink fear yet know must followto endur exil igomini bond pain sentenc conqueror doom sustain bear suprem foe time may much remit anger perhap thu far remov mind us offend satisfi punish whenc rage fire slacken breath stir flame purer essenc overcom noxiou vapour inur feel chang length place conform temper natur receiv familiar fierc heat void pain horror grow mild dark light besid hope neverend flight futur day may bring chanc chang worth waitingsinc present lot appear happi though ill ill worst procur woe thu belial word cloth reason garb counsel ignobl eas peac sloth peac thu mammon spake either disenthron king heaven war war best regain right lost unthron may hope everlast fate shall yield fickl chanc chao judg strife former vain hope argu,milton-paradise.txt
